"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Short note","Advanced note","Quotes","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description","Date added"
"1954423","9783764532031","2021 und davor","5 Books per month,Fantasy",0,,,896,1,,,,"","Diener der alten Macht (Das Erbe der Weitseher, #1)",,"de","","Robin Hobb","","Eva Bauche-Eppers","","","","Penhaligon",896,"2018-08-27","paperback","Fitz-Weitseher Saga",4,,,,,,,,"Ein alter Freund, eine neue Bedrohung – der Königsbastard ist zurück!

Fünfzehn Jahre sind seit dem schrecklichen Krieg der sechs Provinzen mit den Roten Korsaren vergangen, seitdem herrscht ein unsicherer Friede. Da verschwindet Prinz Pflichtgetreu kurz vor seiner Hochzeit mit einer Prinzessin der Roten Korsaren. Will er der Vermählung ausweichen, wie einige behaupten? Oder ist ihm etwas zugestoßen? Es gibt nur einen, der sich auf die gefahrvolle Suche nach ihm machen kann: Fitz der Bastard mit seinem Wolf Nachtauge. Doch der hat sich geschworen, nie wieder in die Intrigen des Königshofs verstrickt zu werden …

Dieses Buch ist bereits unter dem Titel »Der lohfarbene Mann« im Bastei-Lübbe Verlag erschienen.","2022-11-28"
"1954425","9783764532048","2021 und davor","5 Books per month,Fantasy",0,,,896,1,,,,"","Prophet der sechs Provinzen (Das Erbe der Weitseher, #2)",,"de","","Robin Hobb","","Eva Bauche-Eppers","","","","Penhaligon",896,"2018-10-15","paperback","Fitz-Weitseher Saga",5,,,,,,,,"Ein alter Feind, ein neues Bündnis – doch niemand vertraut dem anderen.

Fitz Weitseher hat Prinz Pflichtgetreu befreit und ist mit ihm nach Bocksburg zurückgekehrt. Nun steht der Heirat des Prinzen mit Prinzessin Elliania von den Roten Korsaren scheinbar nichts mehr im Weg. Doch die Anspannung im Volk der Sechs Provinzen und der Widerstand der Adligen wächst stetig, und selbst Bocksburg ist nicht mehr sicher. Widerstrebend willigt Fitz ein, den Prinzen zu beschützen und ihn in der Gabe zu unterrichten. Da trifft er auf einen Anwender dieser magischen Fähigkeit, der sie weit effektiver als er selbst einzusetzen vermag; von dem niemand wusste – und der Haus Weitseher zu Grunde richten könnte …

Dieses Buch ist bereits unter dem Titel »Der goldene Narr« im Bastei-Lübbe Verlag erschienen.","2022-11-28"
"1954427","9783764532055","2021 und davor","5 Books per month,Fantasy",0,,,1100,1,,,,"","Beschützer der Drachen (Das Erbe der Weitseher, #3)",,"de","","Robin Hobb","","Rainer Schumacher","","","","Penhaligon",1100,"2018-12-17","paperback","Fitz-Weitseher Saga",6,,,,,,,,"Seinen besten Freund oder seine geliebte Königin – wen soll er verraten?

Fitz Weitseher ist wieder fester Bestandteil des königlichen Hofs von Bocksburg. Als loyaler Vasall zieht er mit Prinz Pflichtgetreu aus, um die Bedingung von Prinzessin Elliania für eine Vermählung zu erfüllen: Sie sollen auf der Insel Aslevja den legendären Drachen Eisfeuer enthaupten! Doch ausgerechnet Fitz' bester Freund, der Narr, beharrt darauf, dass Eisfeuers Überleben wichtig ist für das Wohl der Welt. Fitz muss sich entscheiden – zwischen der Treue zu seiner Königin und der Treue zu seinem Freund.

Dieses Buch ist bereits in zwei Bände geteilt im Bastei-Lübbe Verlag erschienen unter den Titeln »Der weiße Prophet« und »Der wahre Drache«","2022-11-28"
"2501348","9783764532291","2021 und davor","5 Books per month,Fantasy",0,,,976,1,,,,"","Die Tochter des Drachen (The Fitz and The Fool Trilogy, #1)","Roman - Erstmals auf Deutsch","de","","Robin Hobb","","","","","","Penhaligon",976,"2019-08-26","paperback","Fitz-Weitseher Saga",8,,,,,,,,"Er rettete bereits Könige und Drachen, doch nun geht es für ihn um den höchsten Preis: das Leben seiner Tochter.

Einst rettete Fitz Chivalric Weitseher seinen König und befreite den Kronprinzen. Bereits auf vielerlei Arten beschützte er das Reich. Er bewahrte sogar einen Drachen vor dem Tod. Für viele ist er ein großer Held! Doch ausgerechnet seine Tochter Biene hat Angst vor ihm. Sie scheint zu spüren, dass er ein Mörder ist. Erst ein schrecklicher Schicksalsschlag führt die beiden näher zusammen. Fitz will Biene um jeden Preis vor den Intrigen des königlichen Hofs von Bocksburg und den damit verbundenen Opfern und Gefahren beschützen. Um das zu erreichen, muss er sie verlassen. Dabei erkennt er viel zu spät, dass nicht er selbst, sondern seine Tochter das Ziel einer geheimnisvollen Gruppe von Verschwörern ist.","2022-11-28"
"3969430","9783764532307","2021 und davor","5 Books per month,Fantasy",0,,,1120,1,,,,"","Die Tochter des Propheten (Das Kind des Weitsehers, #2)","Roman - Erstmals auf Deutsch","de","","Robin Hobb","","","","","","Penhaligon",1120,"2019-10-21","paperback","Fitz-Weitseher Saga",9,,,,,,,,"Die beste Art, seine Tochter vor Schaden zu bewahren, ist, ihr beizubringen, sich selbst zu schützen.

Biene, die Tochter des ehemaligen königlichen Assassinen Fitz Weitseher, wurde entführt. Die Diener von Clerres wollen sie unbedingt unter ihre Kontrolle bringen, und dafür ist ihnen jedes Mittel Recht. Denn sie haben längst erkannt, wovor Fitz die Augen verschlossen hat. Biene ist die Erbin des Narren und damit die nächste Weiße Prophetin.
Doch Biene wäre nicht Fitz Tochter, wenn sie die Entführung tatenlos über sich ergehen lassen würde. Sie plant bereits ihre Flucht…","2022-11-28"
"3549210","9783453318137","2021 und davor","5 Books per month,Fantasy",0,,,800,1,,,,"","Die Feuer von Anasoma",,"de","","Mitchell Hogan","","","","","","Heyne Verlag",800,"2017-03-13","paperback","Sorcery Ascendant",1,,,,,,,,"Caldan ist zehn Jahre alt, als seine Eltern von den Schergen des Kaisers ermordet werden. Er selbst entkommt seinen Verfolgern und findet in einem Kloster Unterschlupf, wo er von den Brüdern in den Grundlagen der Arkanen Magie unterrichtet wird. Doch dann verletzt er Jahre später bei einer Prügelei unwillentlich einen Mitschüler und wird, mit nichts als ein paar Münzen in der Tasche, hinausgeworfen. Von nun an muss er sich alleine durchschlagen – in einer Welt, die noch immer von den Mördern seiner Eltern beherrscht wird. Für Caldan beginnt ein langer und steiniger Weg, an dessen Ende er einer der größten Magier seiner Zeit sein wird …","2022-11-28"
"5761573","9783453319356","2021 und davor","5 Books per month,Fantasy",0,,,784,1,,,,"","Das Juwel von Mahrusan: Roman",,"de","","Mitchell Hogan","","","","","","Heyne Taschenbuch",784,"2018-05-14","paperback","Sorcery Ascendant",,,,,,,,,,"2022-11-28"
"868148","9780062407283","2021 und davor","5 Books per month,Fantasy",0,,,592,1,,,,"","A Shattered Empire","Book Three of the Sorcery Ascendant Sequence","en","FICTION/Fantasy / Epic,FICTION/Coming of Age,FICTION/Action & Adventure","Mitchell Hogan","","","","","","Harper Voyager",592,"2016-09-01","paperback","Sorcery Ascendant",3,,,,,,,,"In this gritty and breathtaking conclusion to Mitchell Hogan’s award-winning Sorcery Ascendant Sequence, a young sorcerer must learn to wield his extraordinary powers to defeat two warring empires

In a battle of armies and sorcerers, empires will fall.

After young Caldan’s parents were slain, a group of monks raised the boy and initiated him into the arcane mysteries of sorcery. But when the Mahruse Empire is attacked and the lives of his friends hung in the balance, he was forced to make a dangerous choice.

Now, as two mighty empires face off in a deadly game of supremacy, potent sorcery and creatures from legend have been unleashed. To turn the tide of war and prevent annihilation, Caldan must learn to harness his fearsome and forbidden magic. But as he grows into his powers, the young sorcerer realizes that not all the monsters are on the other side.

And though traps and pitfalls lie ahead, and countless lives are at stake, one thing is certain: to save his life, his friends, and his world, Caldan must risk all to defeat a sorcerer of immense power.

Failure will doom the world. Success will doom Caldan.","2022-11-28"
"7453763","9781979262460","2021 und davor","5 Books per month,Fantasy",0,,,530,1,,,,"","Revenant Winds",,"en","Fantasy","Mitchell Hogan","","","","","","Createspace Independent Publishing Platform",530,"2017-09-07","paperback",,,,,,,,,,"From the Aurealis Award-winning author of A Crucible of Souls. In a world devastated by a series of cataclysms, where the followers of different gods vie for ascendancy, mankind carves out a precarious existence among the remnants of a desolated past. Cities and civilizations are built atop mysterious and ofttimes menacing ruins, and the unforgiving wilderness outside is filled with inhuman creatures and races from before the dawn of history. Sorcery is seen by some as a gift of the gods, and by others as their curse. And the demon-ravaged past has all but been forgotten. As a secret cabal schemes to awaken an evil thought defeated millennia ago, the lives of three unlikely heroes are fated to converge: Aldric, a veteran priest and sorcerer, who seeks acceptance from the church that shuns him. On the brink of their approval, he receives a mission that brings him face to face with a long-buried evil. Niklaus, master swordsman, and slave to his goddess, who plots to split the veil between life and death and ascend to become her equal. Kurio, the runaway daughter of a noble family, now turned to thievery, who stumbles across a disturbing secret that binds her future to infernal designs. Drawn toward a horrifying endgame by an unknown force, Aldric, Niklaus, and Kurio find themselves in a battle not only for their lives, but for the beliefs that have come to define them. A wrong decision, an overreaching ambition, or the failure of an already tormented faith, is all it will ta...","2022-11-28"
"7453737","9781542040303","2021 und davor","5 Books per month,Fantasy",0,,,383,1,,,,"","Dawn of the Exile",,"en","Fiction","Mitchell Hogan","","","","","","47North",383,"2019-03-12","paperback","The Infernal Guardian",2,,,,,,,,"For the damned, redemption may be just a mad dream... Years have passed since the demon Tarrik and his master, the sorcerer Ren, destroyed the servants of Samal and suppressed the very essence of the vile lord. The cost was greater than even a demon could have imagined. But in the realms of demons and humans, no evil can be fully controlled, and no one's true fate can be foretold. Including Tarrik's. He's been summoned once more, now by the vengeful Linriel, who's fallen in with one of Samal's ravaged survivors. Linriel takes Tarrik, bound again to serve, on a journey to the harsh southern lands to find the source of Ren's coveted powers, and there they discover a part of Tarrik's past he thought had been lost forever. As old bindings more powerful than sorcery fetter him, Tarrik is drawn into an obsessive and insane mission to erase the demon lord Samal from existence forever. And only if he succeeds will he at last be freed from exile. As old threats are reborn, he must decide what sacrifices he's willing to make and what risks he's willing to take on the unforgiving road to redemption.","2022-11-28"
"1547681","9781503903227","2021 und davor","5 Books per month,Fantasy",0,,,396,1,,,,"","Shadow of the Exile (The Infernal Guardian #1)",,"en","Adventure,Fantasy","Mitchell Hogan","","","","","","47North",396,"2018-10-09","paperback","The Infernal Guardian",1,,,,,,,,"Outcast and exiled, the demon Tarrik Nal-Valim has long been forgotten by the world of humans. At least, so he thinks.

But when he is summoned as a last resort by a desperate sorcerer, it seems as though his past has caught up with him. The sorcerer is Serenity “Ren” Branwen, the daughter of Tarrik’s former master—and friend. Though she seems cold, driven, and ruthless, Tarrik can tell that Ren has her back against a wall, and he is compelled by ferocious powers to obey her.

As their world sinks into a terrifying maelstrom of murder, intrigue, and insurrection, Tarrik is forced to serve Ren’s arcane designs—plans that, if they were to succeed, would resurrect unimaginable power and could destroy Tarrik’s entire race.

But as events unfurl, the lines between demon and master become blurred, and Tarrik realizes that Ren is not what she seems. To prevent utter devastation, Tarrik may have to surrender what he values most: a chance at redemption and an end to his exile.","2022-11-28"
"4416910","9780648850908","2021 und davor","Fantasy",0,,,530,1,,,,"","Incursion",,"en","Adventure,Fantasy","Mitchell Hogan","","","","","","Crucible Press",530,"2020-06-30","paperback","The Necromancer's Key",1,,,,,,,,"An immersive and ambitious new series from the Aurealis Award winning author of A Crucible of Souls.
A corrupted power stirs from beyond the grave.A sacred order of knights sworn to protect the world from evil.The Necromancer Queen will rise again.
Seventeen years have passed since the Necromancer Queen Talia was overthrown and slain, and her capital city destroyed by the Knights of the Order of Eternal Vigilance.
Anskar DeVantte, raised in the sacred disciplines of the Order, is now ready to face the brutal initiation trials to become a consecrated knight-sorcerer.
But the further Anskar rises in the ranks the more his faith wavers, and he is beset by harrowing dreams and uncertainty. As troubling powers awaken within him, a schism grows between Anskar and his hallowed Order, and he draws the hungry gaze of the vanquished queen's fanatical followers.
As Anskar pieces together the mysteries of his early life, and begins to understand the malevolent forces gathering in his path, he finds himself with a crucial choice to make: 
Remain loyal to the Order's righteous mission, or control the dark powers growing within him.
Either way, his destiny is steeped in war. The only question is, which side will he be on?","2022-11-28"
"7453674","9780648850922","2021 und davor","Fantasy",0,,,478,1,,,,"","Corruption",,"en","Imaginary places","Mitchell Hogan","","","","","","Necromancer's Key",478,"2021-02-19","paperback","The Necromancer's Key",2,,,,,,,,"A corrupted power stirs from beyond the grave. The Necromancer Queen will rise again. In the wake of the rebel Niyandrians' abduction attempt, Anskar DeVantte, now a knight-inferior of the Order of Eternal Vigilance, has set sail with the Grand Master, bound for the mother house in Sansor. Anskar has already begun to suspect that the Order's holy convictions aren't as pure as they appear, and his doubts are confirmed when the ship detours to the slave markets of Atya. As the Grand Master gathers an expedition to retrieve an ancient artifact from an unearthed ruin, Anskar finds himself torn between the holy path he is committed to and the grasping hands of those who wish to use his unique power: the Grand Master; the rebel leader, Carred Selenas; and even the Necromancer Queen herself. When a depraved rot is exposed at the heart of the Order, Anskar is forced to confront the growing power of the dusk- and dark-tides within himself, and find a balance that won't see him damned in the eyes of his god. But can a lowly knight-sorcerer resist his instincts to obey his superiors' in the Order, and fight the pull of Queen Talia's corrupted influence from beyond the grave? The true danger is greater than even the Order realizes, and soon Anskar must decide who he can trust, and what he is willing to risk in order to carve out his own destiny, protect the world, and perhaps the fate of all Niyandrians. An immersive and ambitious new series from the Aurealis Award-winning author of A...","2022-11-28"
"4416949","9780648850946","2021 und davor","Fantasy",0,,,582,1,,,,"","Conversion (The Necromancer's Key Book 4)",,"en","Adventure,Fantasy","Mitchell Hogan","","","","","","Crucible Press",582,"2021-08-03","paperback","The Necromancer's Key",4,,,,,,,,"A corrupted power stirs from beyond the grave.The Necromancer Queen will rise again.In Niyas, the new Seneschal plans to use Anskar to further the Church's aims and grind the Niyandrians and their culture to dust.But having thrown off the shackles of both the Church and his mother Queen Talia, Anskar is no longer a hapless pawn. Driven to seek the final component to complete the Armor of Divinity, he falls in with the Niyandrian rebels and forges his own path.But the grasp of the Necromancer Queen is not so easily evaded, and the dark-tide within Anskar forces him to travel to the demon realms, where he discovers a chilling secret long hidden from him.A secret which will either destroy Anskar or save Niyas?","2022-11-28"
